               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 482,            0.016176,           0.0047807,           0.0033971,             0.99966,                   1,               0.995,             0.85423,            0.012554,           0.0026137,           0.0017747,           0.0020285,           0.0020285,           0.0020285
                 483,            0.016511,           0.0053427,           0.0035499,              0.9995,                   1,               0.995,             0.84821,            0.012568,           0.0026317,           0.0017679,           0.0020256,           0.0020256,           0.0020256
                 484,            0.016701,           0.0050658,           0.0087333,             0.99939,                   1,               0.995,             0.85031,            0.012109,           0.0025863,           0.0017554,           0.0020228,           0.0020228,           0.0020228
                 485,            0.016102,           0.0046685,           0.0022068,             0.99934,                   1,               0.995,             0.86426,            0.012249,           0.0026212,           0.0017417,           0.0020202,           0.0020202,           0.0020202
                 486,            0.016804,           0.0051031,           0.0029563,             0.99924,                   1,               0.995,             0.84356,             0.01293,           0.0026813,           0.0017249,           0.0020178,           0.0020178,           0.0020178
                 487,            0.016504,           0.0055467,           0.0021723,             0.99921,                   1,               0.995,             0.85719,            0.012728,           0.0026908,           0.0017136,           0.0020155,           0.0020155,           0.0020155
                 488,            0.018242,           0.0051109,           0.0024754,             0.99919,                   1,               0.995,             0.84836,            0.012902,           0.0027124,           0.0017071,           0.0020133,           0.0020133,           0.0020133
                 489,            0.018669,           0.0050637,           0.0021528,             0.99909,                   1,               0.995,             0.85663,            0.012823,           0.0027315,            0.001705,           0.0020114,           0.0020114,           0.0020114
                 490,              0.0185,           0.0047808,           0.0022265,             0.99905,                   1,               0.995,             0.84154,            0.012892,           0.0027095,           0.0016951,           0.0020095,           0.0020095,           0.0020095
                 491,            0.015734,            0.005151,           0.0046855,             0.99902,                   1,               0.995,             0.84835,            0.012706,           0.0026966,           0.0016899,           0.0020079,           0.0020079,           0.0020079
                 492,            0.015909,           0.0045962,           0.0023835,               0.999,                   1,               0.995,             0.84941,            0.012924,           0.0027137,            0.001682,           0.0020064,           0.0020064,           0.0020064
                 493,            0.016959,           0.0052276,           0.0024798,             0.99897,                   1,               0.995,             0.86224,            0.012971,           0.0027344,           0.0016788,           0.0020051,           0.0020051,           0.0020051
                 494,            0.018796,           0.0056173,           0.0024179,             0.99908,                   1,               0.995,             0.84056,            0.014702,           0.0028282,           0.0016755,           0.0020039,           0.0020039,           0.0020039
                 495,            0.018139,           0.0050624,           0.0029803,              0.9991,                   1,               0.995,             0.86774,            0.012143,           0.0026913,           0.0016788,           0.0020028,           0.0020028,           0.0020028
                 496,            0.017576,           0.0055245,           0.0021095,              0.9991,                   1,               0.995,             0.86336,            0.012424,           0.0027162,           0.0016767,            0.002002,            0.002002,            0.002002
                 497,             0.01757,           0.0051747,           0.0023773,             0.99921,                   1,               0.995,             0.84507,            0.013304,            0.002785,           0.0016741,           0.0020013,           0.0020013,           0.0020013
                 498,            0.017819,           0.0050991,           0.0027152,              0.9992,                   1,               0.995,             0.85877,            0.012433,           0.0027085,           0.0016731,           0.0020007,           0.0020007,           0.0020007
                 499,            0.016673,           0.0048564,           0.0020333,             0.99929,                   1,               0.995,             0.84637,            0.012396,           0.0026938,           0.0016731,           0.0020003,           0.0020003,           0.0020003
